Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,RPE
9/22/2025 14:51,FB C,27h 58min,Seated Row (Cable),1,210,6,0,0,
9/22/2025 14:51,FB C,27h 58min,Lat Pulldown (Cable),1,210,6,0,0,
9/22/2025 14:51,FB C,27h 58min,Leg Extension (Machine),1,210,6,0,0,
9/22/2025 14:51,FB C,27h 58min,Preacher Curl (Machine),1,125,6,0,0,
9/22/2025 14:51,FB C,27h 58min,Triceps Extension,1,60,5,0,0,
9/22/2025 14:51,FB C,27h 58min,Lateral Raise (Cable),1,30,7,0,0,
9/22/2025 14:51,FB C,27h 58min,Reverse Fly (Machine),1,195,6,0,0,
9/22/2025 14:51,FB C,27h 58min,Lying Leg Curl (Machine),1,140,5,0,0,
9/23/2025 18:54,Lower body ,133h 19min,Squat (Barbell),1,205,6,0,0,
9/23/2025 18:54,Lower body ,133h 19min,Squat (Barbell),2,205,5,0,0,
9/23/2025 18:54,Lower body ,133h 19min,Lying Leg Curl (Machine),1,150,6,0,0,
9/23/2025 18:54,Lower body ,133h 19min,Lying Leg Curl (Machine),2,150,6,0,0,
9/23/2025 18:54,Lower body ,133h 19min,Leg Extension (Machine),1,210,6,0,0,
9/23/2025 18:54,Lower body ,133h 19min,Leg Extension (Machine),2,210,6,0,0,
9/29/2025 21:48,FB C,23h 38min,Chest Fly,1,180,6,0,0,
9/29/2025 21:48,FB C,23h 38min,Chest Fly,2,180,6,0,0,
9/29/2025 21:48,FB C,23h 38min,Cable Crossover,1,45,4,0,0,
9/29/2025 21:48,FB C,23h 38min,Cable Crossover,2,30,7,0,0,
9/29/2025 21:48,FB C,23h 38min,Seated Row (Cable),1,210,6,0,0,
9/29/2025 21:48,FB C,23h 38min,Seated Row (Cable),2,210,6,0,0,
9/29/2025 21:48,FB C,23h 38min,Lat Pulldown (Cable),1,210,6,0,0,
9/29/2025 21:48,FB C,23h 38min,Preacher Curl (Machine),1,125,6,0,0,
9/29/2025 21:48,FB C,23h 38min,Triceps Extension,1,60,5,0,0,
9/29/2025 21:48,FB C,23h 38min,Lateral Raise (Cable),1,30,7,0,0,
9/29/2025 21:48,FB C,23h 38min,Reverse Fly (Machine),1,195,6,0,0,
9/30/2025 21:27,Lower body ,47h 3min,Squat (Barbell),1,260,6,0,0,
9/30/2025 21:27,Lower body ,47h 3min,Squat (Barbell),2,260,5,0,0,
9/30/2025 21:27,Lower body ,47h 3min,Lying Leg Curl (Machine),1,150,6,0,0,
9/30/2025 21:27,Lower body ,47h 3min,Lying Leg Curl (Machine),2,150,5,0,0,
9/30/2025 21:27,Lower body ,47h 3min,Seated Calf Raise (Machine),1,90,8,0,0,
9/30/2025 21:27,Lower body ,47h 3min,Seated Calf Raise (Machine),2,110,8,0,0,
9/30/2025 21:27,Lower body ,47h 3min,Leg Extension (Machine),1,210,7,0,0,
9/30/2025 21:27,Lower body ,47h 3min,Leg Extension (Machine),2,210,6,0,0,
9/30/2025 21:27,Lower body ,47h 3min,Shrug (Dumbbell),1,40,10,0,0,
10/2/2025 20:30,FB C,71h 47min,Chest Press (Machine),1,235,7,0,0,
10/2/2025 20:30,FB C,71h 47min,Chest Fly,1,180,6,0,0,
10/2/2025 20:30,FB C,71h 47min,Cable Crossover,1,45,4,0,0,
10/2/2025 20:30,FB C,71h 47min,Cable Crossover,2,30,7,0,0,
10/2/2025 20:30,FB C,71h 47min,Seated Row (Cable),1,210,6,0,0,
10/2/2025 20:30,FB C,71h 47min,Lat Pulldown (Cable),1,210,6,0,0,
10/2/2025 20:30,FB C,71h 47min,Preacher Curl (Machine),1,125,6,0,0,
10/2/2025 20:30,FB C,71h 47min,Triceps Extension,1,60,5,0,0,
10/2/2025 20:30,FB C,71h 47min,Lateral Raise (Cable),1,30,7,0,0,
10/2/2025 20:30,FB C,71h 47min,Reverse Fly (Machine),1,195,6,0,0,
10/5/2025 20:23,FB C,1h 15min,Chest Fly,1,180,6,0,0,
10/5/2025 20:23,FB C,1h 15min,Chest Fly,2,180,4,0,0,
10/5/2025 20:23,FB C,1h 15min,Cable Crossover,1,23,6,0,0,
10/5/2025 20:23,FB C,1h 15min,Cable Crossover,2,23,7,0,0,
10/5/2025 20:23,FB C,1h 15min,Seated Row (Cable),1,195,6,0,0,
10/5/2025 20:23,FB C,1h 15min,Seated Row (Cable),2,160,6,0,0,
10/5/2025 20:23,FB C,1h 15min,Lat Pulldown (Cable),1,210,6,0,0,
10/5/2025 20:23,FB C,1h 15min,Preacher Curl (Machine),1,125,5,0,0,
10/5/2025 20:23,FB C,1h 15min,Preacher Curl (Machine),2,125,5,0,0,
10/5/2025 20:23,FB C,1h 15min,Triceps Extension,1,80,5,0,0,
10/5/2025 20:23,FB C,1h 15min,Triceps Extension,2,80,5,0,0,
10/5/2025 20:23,FB C,1h 15min,Lateral Raise (Cable),1,30,7,0,0,
10/5/2025 20:23,FB C,1h 15min,Reverse Fly (Machine),1,195,6,0,0,
10/5/2025 20:23,FB C,1h 15min,Reverse Fly (Machine),2,195,6,0,0,
10/6/2025 15:25,Lower body ,22h 4min,Squat (Barbell),1,260,6,0,0,
10/6/2025 15:25,Lower body ,22h 4min,Squat (Barbell),2,260,7,0,0,
10/6/2025 15:25,Lower body ,22h 4min,Lying Leg Curl (Machine),1,150,6,0,0,
10/6/2025 15:25,Lower body ,22h 4min,Lying Leg Curl (Machine),2,150,5,0,0,
10/6/2025 15:25,Lower body ,22h 4min,Seated Calf Raise (Machine),1,110,6,0,0,
10/6/2025 15:25,Lower body ,22h 4min,Seated Calf Raise (Machine),2,110,6,0,0,
10/6/2025 15:25,Lower body ,22h 4min,Leg Extension (Machine),1,215,7,0,0,
10/6/2025 15:25,Lower body ,22h 4min,Leg Extension (Machine),2,215,6,0,0,
10/6/2025 15:25,Lower body ,22h 4min,Shrug (Dumbbell),1,55,6,0,0,
10/6/2025 15:25,Lower body ,22h 4min,Shrug (Dumbbell),2,55,7,0,0,
10/8/2025 21:47,FB C,55min,Chest Fly,1,185,6,0,0,
10/8/2025 21:47,FB C,55min,Chest Fly,2,185,5,0,0,
10/8/2025 21:47,FB C,55min,Cable Crossover,1,23,7,0,0,
10/8/2025 21:47,FB C,55min,Cable Crossover,2,27,6,0,0,
10/8/2025 21:47,FB C,55min,Seated Row (Cable),1,195,6,0,0,
10/8/2025 21:47,FB C,55min,Seated Row (Cable),2,160,6,0,0,
10/8/2025 21:47,FB C,55min,Lat Pulldown (Cable),1,210,6,0,0,
10/8/2025 21:47,FB C,55min,Preacher Curl (Machine),1,125,5,0,0,
10/8/2025 21:47,FB C,55min,Preacher Curl (Machine),2,125,5,0,0,
10/8/2025 21:47,FB C,55min,Triceps Extension,1,80,5,0,0,
10/8/2025 21:47,FB C,55min,Triceps Extension,2,80,5,0,0,
10/8/2025 21:47,FB C,55min,Lateral Raise (Cable),1,30,7,0,0,
10/8/2025 21:47,FB C,55min,Reverse Fly (Machine),1,195,6,0,0,
10/8/2025 21:47,FB C,55min,Reverse Fly (Machine),2,195,6,0,0,
10/13/2025 14:54,FB C,24h 44min,Chest Fly,1,185,6,0,0,
10/13/2025 14:54,FB C,24h 44min,Chest Fly,2,185,6,0,0,
10/13/2025 14:54,FB C,24h 44min,Cable Crossover,1,27,6,0,0,
10/13/2025 14:54,FB C,24h 44min,Cable Crossover,2,27,6,0,0,
10/13/2025 14:54,FB C,24h 44min,Seated Row (Cable),1,195,7,0,0,
10/13/2025 14:54,FB C,24h 44min,Seated Row (Cable),2,195,6,0,0,
10/13/2025 14:54,FB C,24h 44min,Lat Pulldown (Cable),1,210,6,0,0,
10/13/2025 14:54,FB C,24h 44min,Preacher Curl (Machine),1,125,5,0,0,
10/13/2025 14:54,FB C,24h 44min,Preacher Curl (Machine),2,125,5,0,0,
10/13/2025 14:54,FB C,24h 44min,Triceps Extension,1,80,5,0,0,
10/13/2025 14:54,FB C,24h 44min,Triceps Extension,2,80,5,0,0,
10/13/2025 14:54,FB C,24h 44min,Lateral Raise (Cable),1,30,7,0,0,
10/13/2025 14:54,FB C,24h 44min,Reverse Fly (Machine),1,195,6,0,0,
10/13/2025 14:54,FB C,24h 44min,Reverse Fly (Machine),2,195,6,0,0,
10/14/2025 15:39,Lower body ,48min,Squat (Barbell),1,260,6,0,0,
10/14/2025 15:39,Lower body ,48min,Squat (Barbell),2,260,7,0,0,
10/14/2025 15:39,Lower body ,48min,Lying Leg Curl (Machine),1,155,6,0,0,
10/14/2025 15:39,Lower body ,48min,Lying Leg Curl (Machine),2,150,5,0,0,
10/14/2025 15:39,Lower body ,48min,Seated Calf Raise (Machine),1,110,6,0,0,
10/14/2025 15:39,Lower body ,48min,Seated Calf Raise (Machine),2,110,6,0,0,
10/14/2025 15:39,Lower body ,48min,Leg Extension (Machine),1,215,7,0,0,
10/14/2025 15:39,Lower body ,48min,Leg Extension (Machine),2,215,6,0,0,
10/14/2025 15:39,Lower body ,48min,Shrug (Dumbbell),1,65,6,0,0,
10/14/2025 15:39,Lower body ,48min,Shrug (Dumbbell),2,55,7,0,0,
10/16/2025 18:45,FB C,92h 25min,Chest Fly,1,185,6,0,0,
10/16/2025 18:45,FB C,92h 25min,Chest Fly,2,185,5,0,0,
10/16/2025 18:45,FB C,92h 25min,Cable Crossover,1,27,7,0,0,
10/16/2025 18:45,FB C,92h 25min,Cable Crossover,2,27,6,0,0,
10/16/2025 18:45,FB C,92h 25min,Seated Row (Cable),1,195,7,0,0,
10/16/2025 18:45,FB C,92h 25min,Seated Row (Cable),2,195,6,0,0,
10/16/2025 18:45,FB C,92h 25min,Lat Pulldown (Cable),1,210,6,0,0,
10/16/2025 18:45,FB C,92h 25min,Preacher Curl (Machine),1,125,6,0,0,
10/16/2025 18:45,FB C,92h 25min,Preacher Curl (Machine),2,125,5,0,0,
10/16/2025 18:45,FB C,92h 25min,Triceps Extension,1,80,5,0,0,
10/16/2025 18:45,FB C,92h 25min,Triceps Extension,2,80,5,0,0,
10/16/2025 18:45,FB C,92h 25min,Lateral Raise (Cable),1,30,7,0,0,
10/16/2025 18:45,FB C,92h 25min,Reverse Fly (Machine),1,195,6,0,0,
10/16/2025 18:45,FB C,92h 25min,Reverse Fly (Machine),2,195,6,0,0,
10/20/2025 15:10,FB C,2h 16min,Chest Fly,1,185,6,0,0,
10/20/2025 15:10,FB C,2h 16min,Chest Fly,2,185,6,0,0,
10/20/2025 15:10,FB C,2h 16min,Cable Crossover,1,27,7,0,0,
10/20/2025 15:10,FB C,2h 16min,Cable Crossover,2,27,6,0,0,
10/20/2025 15:10,FB C,2h 16min,Seated Row (Cable),1,195,7,0,0,
10/20/2025 15:10,FB C,2h 16min,Seated Row (Cable),2,195,6,0,0,
10/20/2025 15:10,FB C,2h 16min,Lat Pulldown (Cable),1,210,6,0,0,
10/20/2025 15:10,FB C,2h 16min,Preacher Curl (Machine),1,125,6,0,0,
10/20/2025 15:10,FB C,2h 16min,Preacher Curl (Machine),2,125,5,0,0,
10/20/2025 15:10,FB C,2h 16min,Triceps Extension,1,80,5,0,0,
10/20/2025 15:10,FB C,2h 16min,Triceps Extension,2,80,5,0,0,
10/20/2025 15:10,FB C,2h 16min,Lateral Raise (Cable),1,30,7,0,0,
10/20/2025 15:10,FB C,2h 16min,Reverse Fly (Machine),1,195,6,0,0,
10/20/2025 15:10,FB C,2h 16min,Reverse Fly (Machine),2,195,6,0,0,
10/21/2025 16:21,Lower body ,50h 35min,Squat (Barbell),1,260,6,0,0,
10/21/2025 16:21,Lower body ,50h 35min,Squat (Barbell),2,260,7,0,0,
10/21/2025 16:21,Lower body ,50h 35min,Lying Leg Curl (Machine),1,155,6,0,0,
10/21/2025 16:21,Lower body ,50h 35min,Lying Leg Curl (Machine),2,150,5,0,0,
10/21/2025 16:21,Lower body ,50h 35min,Seated Calf Raise (Machine),1,110,6,0,0,
10/21/2025 16:21,Lower body ,50h 35min,Seated Calf Raise (Machine),2,110,6,0,0,
10/21/2025 16:21,Lower body ,50h 35min,Leg Extension (Machine),1,215,7,0,0,
10/21/2025 16:21,Lower body ,50h 35min,Leg Extension (Machine),2,215,6,0,0,
10/21/2025 16:21,Lower body ,50h 35min,Shrug (Dumbbell),1,65,6,0,0,
10/21/2025 16:21,Lower body ,50h 35min,Shrug (Dumbbell),2,55,7,0,0,
10/23/2025 18:57,FB C,49h 47min,Chest Fly,1,185,6,0,0,
10/23/2025 18:57,FB C,49h 47min,Chest Fly,2,185,6,0,0,
10/23/2025 18:57,FB C,49h 47min,Cable Crossover,1,30,6,0,0,
10/23/2025 18:57,FB C,49h 47min,Cable Crossover,2,30,6,0,0,
10/23/2025 18:57,FB C,49h 47min,Seated Row (Cable),1,195,7,0,0,
10/23/2025 18:57,FB C,49h 47min,Seated Row (Cable),2,195,6,0,0,
10/23/2025 18:57,FB C,49h 47min,Lat Pulldown (Cable),1,210,6,0,0,
10/23/2025 18:57,FB C,49h 47min,Preacher Curl (Machine),1,125,6,0,0,
10/23/2025 18:57,FB C,49h 47min,Preacher Curl (Machine),2,125,5,0,0,
10/23/2025 18:57,FB C,49h 47min,Triceps Extension,1,80,5,0,0,
10/23/2025 18:57,FB C,49h 47min,Triceps Extension,2,80,5,0,0,
10/23/2025 18:57,FB C,49h 47min,Lateral Raise (Cable),1,30,7,0,0,
10/23/2025 18:57,FB C,49h 47min,Reverse Fly (Machine),1,195,6,0,0,
10/23/2025 18:57,FB C,49h 47min,Reverse Fly (Machine),2,195,6,0,0,
10/25/2025 20:44,Lower body ,37h 6min,Squat (Barbell),1,260,6,0,0,
10/25/2025 20:44,Lower body ,37h 6min,Squat (Barbell),2,260,7,0,0,
10/25/2025 20:44,Lower body ,37h 6min,Lying Leg Curl (Machine),1,155,5,0,0,
10/25/2025 20:44,Lower body ,37h 6min,Lying Leg Curl (Machine),2,150,5,0,0,
10/25/2025 20:44,Lower body ,37h 6min,Seated Calf Raise (Machine),1,110,6,0,0,
10/25/2025 20:44,Lower body ,37h 6min,Seated Calf Raise (Machine),2,110,6,0,0,
10/25/2025 20:44,Lower body ,37h 6min,Leg Extension (Machine),1,215,7,0,0,
10/25/2025 20:44,Lower body ,37h 6min,Leg Extension (Machine),2,215,6,0,0,
10/25/2025 20:44,Lower body ,37h 6min,Shrug (Dumbbell),1,65,6,0,0,
10/25/2025 20:44,Lower body ,37h 6min,Shrug (Dumbbell),2,55,7,0,0,
10/27/2025 14:19,FB C,1h 10min,Chest Fly,1,185,7,0,0,
10/27/2025 14:19,FB C,1h 10min,Chest Fly,2,185,6,0,0,
10/27/2025 14:19,FB C,1h 10min,Cable Crossover,1,30,6,0,0,
10/27/2025 14:19,FB C,1h 10min,Cable Crossover,2,30,6,0,0,
10/27/2025 14:19,FB C,1h 10min,Seated Row (Cable),1,195,7,0,0,
10/27/2025 14:19,FB C,1h 10min,Seated Row (Cable),2,195,6,0,0,
10/27/2025 14:19,FB C,1h 10min,Lat Pulldown (Cable),1,210,6,0,0,
10/27/2025 14:19,FB C,1h 10min,Preacher Curl (Machine),1,125,6,0,0,
10/27/2025 14:19,FB C,1h 10min,Preacher Curl (Machine),2,125,5,0,0,
10/27/2025 14:19,FB C,1h 10min,Triceps Extension,1,80,5,0,0,
10/27/2025 14:19,FB C,1h 10min,Triceps Extension,2,80,5,0,0,
10/27/2025 14:19,FB C,1h 10min,Lateral Raise (Cable),1,30,7,0,0,
10/27/2025 14:19,FB C,1h 10min,Reverse Fly (Machine),1,195,6,0,0,
10/27/2025 14:19,FB C,1h 10min,Reverse Fly (Machine),2,195,6,0,0,
10/28/2025 15:27,Lower body ,144h 48min,Squat (Barbell),1,260,5,0,0,
10/28/2025 15:27,Lower body ,144h 48min,Squat (Barbell),2,260,5,0,0,
10/28/2025 15:27,Lower body ,144h 48min,Lying Leg Curl (Machine),1,150,6,0,0,
10/28/2025 15:27,Lower body ,144h 48min,Lying Leg Curl (Machine),2,155,5,0,0,
10/28/2025 15:27,Lower body ,144h 48min,Seated Calf Raise (Machine),1,110,6,0,0,
10/28/2025 15:27,Lower body ,144h 48min,Seated Calf Raise (Machine),2,110,6,0,0,
10/28/2025 15:27,Lower body ,144h 48min,Leg Extension (Machine),1,215,7,0,0,
10/28/2025 15:27,Lower body ,144h 48min,Leg Extension (Machine),2,215,6,0,0,
10/28/2025 15:27,Lower body ,144h 48min,Shrug (Dumbbell),1,65,6,0,0,
10/28/2025 15:27,Lower body ,144h 48min,Shrug (Dumbbell),2,55,7,0,0,
11/3/2025 15:15,FB C,1h 22min,Chest Press (Machine),1,235,8,0,0,
11/3/2025 15:15,FB C,1h 22min,Chest Press (Machine),2,235,7,0,0,
11/3/2025 15:15,FB C,1h 22min,Incline Bench Press (Dumbbell),1,70,9,0,0,
11/3/2025 15:15,FB C,1h 22min,Incline Bench Press (Dumbbell),2,75,7,0,0,
11/3/2025 15:15,FB C,1h 22min,Seated Row (Cable),1,195,7,0,0,
11/3/2025 15:15,FB C,1h 22min,T Bar Row,1,210,5,0,0,10
11/3/2025 15:15,FB C,1h 22min,Pull Up,1,25,7,0,0,
11/3/2025 15:15,FB C,1h 22min,Preacher Curl (Machine),1,125,6,0,0,
11/3/2025 15:15,FB C,1h 22min,Preacher Curl (Machine),2,125,5,0,0,
11/3/2025 15:15,FB C,1h 22min,Triceps Extension,1,80,5,0,0,
11/3/2025 15:15,FB C,1h 22min,Triceps Extension,2,80,5,0,0,
11/3/2025 15:15,FB C,1h 22min,Lateral Raise (Cable),1,30,7,0,0,
11/3/2025 15:15,FB C,1h 22min,Reverse Fly (Machine),1,195,6,0,0,
11/3/2025 15:15,FB C,1h 22min,Reverse Fly (Machine),2,195,6,0,0,
